Protein	Description	Gene	tenE_ECDdel293	tenK_ECDdel293	FC	Pvalue	log2FC	Sig	UPDOWN
P63098	Calcineurin subunit B type 1	PPP3R1	352990	42557.6497495756	8.29439600347104	0.0155169516984442	3.05213692819461	Significant	up
P63104	14-3-3 protein zeta/delta	YWHAZ	10749000	4240306.79144359	2.53495808880861	0.190273908725284	1.34196189493362	Nonsignificant	None
P63151	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	PPP2R2A	898150	734697.816587337	1.22247539018409	0.464325406642998	0.289805422382623	Nonsignificant	None
P63165	Small ubiquitin-related modifier 1	SUMO1	213020	569136.436034006	0.374286351238409	0.0916830509952571	-1.4177856551445	Nonsignificant	None
P63167	Dynein light chain 1, cytoplasmic	DYNLL1	950280	87435.0858059386	10.8684058720905	0.00717402567367884	3.44206844288033	Significant	up
P63173	Large ribosomal subunit protein eL38	RPL38	212500	78595.3341512749	2.70372283920817	0.171954520287967	1.43494726737671	Nonsignificant	None
P63208	S-phase kinase-associated protein 1	SKP1	679230	187319.303239082	3.62605448693708	0.103232355651509	1.85840060391365	Nonsignificant	None
P63220	Small ribosomal subunit protein eS21	RPS21	1542900	672536.86082673	2.29414934685269	0.220908658999877	1.19795931243064	Nonsignificant	None
P63241	Eukaryotic translation initiation factor 5A-1	EIF5A	2485000	995718.774237862	2.49568458915727	0.194886085813348	1.31943561432352	Nonsignificant	None
P63244	Small ribosomal subunit protein RACK1	RACK1	6819500	3367448.81275097	2.02512358144175	0.262887352288587	1.01800994991975	Nonsignificant	None
P63261	Actin, cytoplasmic 2	ACTG1	4461800	1926343.77296623	2.31620132533749	0.217855639376815	1.21176065852687	Nonsignificant	None
P63267	Actin, gamma-enteric smooth muscle	ACTG2	455270	143972.862618417	3.16219315029277	0.1323025315921	1.66092549181362	Nonsignificant	None
P63279	SUMO-conjugating enzyme UBC9	UBE2I	140200	188568.663276512	0.743495751435722	0.308245407636781	-0.427603596591009	Nonsignificant	None
P63313	Thymosin beta-10	TMSB10	3987100	1863875.77109473	2.13914471223488	0.243965257427522	1.09703408351355	Nonsignificant	None
P67775	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform	PPP2CA	1320600	805519.590234534	1.63943871261467	0.342232947015412	0.713201970252135	Nonsignificant	None
P67809	Y-box-binding protein 1	YBX1	14305000	17072822.5453889	0.837881373274366	0.360783549991363	-0.255182092374812	Nonsignificant	None
P67812	Signal peptidase complex catalytic subunit SEC11A	SEC11A	89612	52839.4593457475	1.6959295403391	0.328900955285804	0.762076232451249	Nonsignificant	None
P67870	Casein kinase II subunit beta	CSNK2B	563820	467948.860799102	1.20487524862692	0.470550361371783	0.268883779231721	Nonsignificant	None
P67936	Tropomyosin alpha-4 chain	TPM4	8325400	2961089.16667839	2.81160057376423	0.161403023027029	1.49139165444611	Nonsignificant	None
P68032	Actin, alpha cardiac muscle 1	ACTC1	29851000	15198782.4892439	1.96403889726861	0.27378555638578	0.97382350212757	Nonsignificant	None
P68036	Ubiquitin-conjugating enzyme E2 L3	UBE2L3	509330	141622.371700541	3.59639507433877	0.104833875051115	1.84655151375605	Nonsignificant	None
P68104	Elongation factor 1-alpha 1	EEF1A1	38728000	34562804.2897163	1.12051093063427	0.497997811883199	0.164156722471628	Nonsignificant	None
P68106	Peptidyl-prolyl cis-trans isomerase FKBP1B	FKBP1B	136590	37264.8100655818	3.66538833176976	0.101155632547216	1.87396605364959	Nonsignificant	None
P68363	Tubulin alpha-1B chain	TUBA1B	187500000	264387877.07343	0.709185315436852	0.288442718697427	-0.495765431134919	Nonsignificant	None
P68366	Tubulin alpha-4A chain	TUBA4A	563620	545059.785821159	1.03405170343081	0.459345285596761	0.0483083233881982	Nonsignificant	None
P68371	Tubulin beta-4B chain	TUBB4B	187800000	321625507.262808	0.583908911946291	0.213920523111187	-0.776184764365632	Nonsignificant	None
P68400	Casein kinase II subunit alpha	CSNK2A1	1489200	2922549.58586276	0.509555084096332	0.169148650666374	-0.972689981357837	Nonsignificant	None
P68402	Platelet-activating factor acetylhydrolase IB subunit alpha2	PAFAH1B2	299190	136677.870535457	2.1890156674806	0.236229378020752	1.13028228038257	Nonsignificant	None
P68431	Histone H3.1	H3C1	2124100	985745.069532276	2.15481676312909	0.24150028881542	1.1075651936	Nonsignificant	None
P69849	BOS complex subunit NOMO3	NOMO3	472970	574663.266030094	0.823038513088518	0.352726349810902	-0.280968153497083	Nonsignificant	None
P69905	Hemoglobin subunit alpha	HBA1	615130	297972.368927057	2.06438604429991	0.256169628991582	1.04571278283431	Nonsignificant	None
P78332	RNA-binding protein 6	RBM6	814080	976639.564174736	0.833552141303942	0.358441783301305	-0.262655647747866	Nonsignificant	None
P78344	Eukaryotic translation initiation factor 4 gamma 2	EIF4G2	809540	1339991.57912832	0.604138124902707	0.226108753837669	-0.727049662339495	Nonsignificant	None
P78346	Ribonuclease P protein subunit p30	RPP30	16542	69028.2008477007	0.239641187179385	0.0307816405223113	-2.06105220916115	Significant	down
P78347	General transcription factor II-I	GTF2I	1144800	1531842.45945232	0.74733533656542	0.310439976523336	-0.420172355429123	Nonsignificant	None
P78371	T-complex protein 1 subunit beta	CCT2	5016800	4383453.80590168	1.14448565495218	0.492670590350204	0.19469938018582	Nonsignificant	None
P78406	mRNA export factor RAE1	RAE1	72972	332562.701488784	0.219423283709587	0.0240791160208937	-2.18821147201749	Significant	down
P78417	Glutathione S-transferase omega-1	GSTO1	1977300	533392.033607195	3.70702949316288	0.0990140386563883	1.89026359329858	Nonsignificant	None
P78527	DNA-dependent protein kinase catalytic subunit	PRKDC	3929600	1668530.9177847	2.35512567259905	0.212595499860949	1.2358040459943	Nonsignificant	None
P78559	Microtubule-associated protein 1A	MAP1A	253000	89262.5395556031	2.83433567159942	0.159284560354735	1.50301062737183	Nonsignificant	None
P80303	Nucleobindin-2	NUCB2	120030	5110.4119429351	23.4873433571115	0.000518366072664121	4.55381163487556	Significant	up
P80723	Brain acid soluble protein 1	BASP1	4070900	1709823.32580146	2.38088926415354	0.209201860781999	1.25150052200612	Nonsignificant	None
P81605	Dermcidin	DCD	85048	234805.57245835	0.362206054607524	0.0853248316690859	-1.46511743242247	Nonsignificant	None
P82650	Small ribosomal subunit protein mS22	MRPS22	609510	1716811.27177352	0.355024463096842	0.0816094576434258	-1.49400965738965	Nonsignificant	None
P82663	Small ribosomal subunit protein mS25	MRPS25	146790	164364.959500538	0.893073562917889	0.390024730875116	-0.163149079131269	Nonsignificant	None
P82673	Small ribosomal subunit protein mS35	MRPS35	274260	810495.854790399	0.338385444390614	0.0732022480932926	-1.56326058244934	Nonsignificant	None
P82675	Small ribosomal subunit protein uS5m	MRPS5	375440	674093.266975054	0.556955570383844	0.197657660698579	-0.844365849805837	Nonsignificant	None
P82930	Small ribosomal subunit protein mS34	MRPS34	93052	174677.473707799	0.532707498138298	0.183044450096078	-0.90858450715367	Nonsignificant	None
P82933	Small ribosomal subunit protein uS9m	MRPS9	963150	1452645.73843557	0.663031580595326	0.2613192935959	-0.592850506475299	Nonsignificant	None
P82979	SAP domain-containing ribonucleoprotein	SARNP	354770	66442.6608380362	5.33949115711672	0.0463686236676754	2.41670226249662	Significant	up
P83731	Large ribosomal subunit protein eL24	RPL24	270640	59487.5370364449	4.54952437910134	0.0657412641576431	2.18571572953594	Nonsignificant	None
Q969Q0	Ribosomal protein eL42-like	RPL36AL	237220	127911.174679593	1.85456822356777	0.294775089236835	0.891083340902391	Nonsignificant	None
P84085	ADP-ribosylation factor 5	ARF5	117330	44919.7872440725	2.61198921897126	0.181620988467346	1.38514894214897	Nonsignificant	None
P84090	Enhancer of rudimentary homolog	ERH	2344100	1929520.11204445	1.21486165672369	0.467006238599333	0.280792035211871	Nonsignificant	None
P84095	Rho-related GTP-binding protein RhoG	RHOG	229060	31520.930232482	7.26691751514224	0.0220119031034464	2.86134353076549	Significant	up
P84098	Large ribosomal subunit protein eL19	RPL19	1206200	967523.471020268	1.24668810228246	0.455920716953907	0.318100575373636	Nonsignificant	None
P84103	Serine/arginine-rich splicing factor 3	SRSF3	474070	411738.246911679	1.15138684238312	0.490081933921814	0.203372630883604	Nonsignificant	None
P98082	Disabled homolog 2	DAB2	696900	109054.308351941	6.3903940204816	0.0303896571357842	2.67590488795937	Significant	up
P98175	RNA-binding protein 10	RBM10	3626000	7106846.93156055	0.510212198872248	0.16954188603373	-0.970830701548502	Nonsignificant	None
P98179	RNA-binding protein 3	RBM3	537370	279486.075491864	1.92270759483917	0.281482761986751	0.943139374455553	Nonsignificant	None
P99999	Cytochrome c	CYCS	627330	339720.052211689	1.84660868828871	0.296378667774206	0.884878179651799	Nonsignificant	None
Q00059	Transcription factor A, mitochondrial	TFAM	129790	39973.1685196038	3.24692799712257	0.126286749452079	1.69907539221686	Nonsignificant	None
Q00169	Phosphatidylinositol transfer protein alpha isoform	PITPNA	117040	25437.1821180135	4.60113857961953	0.0641976594195642	2.20199090897736	Nonsignificant	None
Q00325	Solute carrier family 25 member 3	SLC25A3	1708100	1033993.66013031	1.65194436471181	0.339224512459087	0.724165099526144	Nonsignificant	None
Q00341	Vigilin	HDLBP	2699100	2217825.82237681	1.21700269370451	0.466250518192552	0.283332361305412	Nonsignificant	None
Q00535	Cyclin-dependent kinase 5	CDK5	41764	94770.3115172226	0.440686532853807	0.128595802360973	-1.18217528559195	Nonsignificant	None
Q00577	Transcriptional activator protein Pur-alpha	PURA	638850	1178315.92004734	0.542172085712237	0.18874350588684	-0.883177258438453	Nonsignificant	None
Q00610	Clathrin heavy chain 1	CLTC	19815000	17931492.8761988	1.10503905819806	0.491293513132979	0.144097363347744	Nonsignificant	None
Q00653	Nuclear factor NF-kappa-B p100 subunit	NFKB2	48267	198468.253403606	0.243197585368195	0.0320401279867528	-2.03979919009692	Significant	down
Q00688	Peptidyl-prolyl cis-trans isomerase FKBP3	FKBP3	250590	175704.490009754	1.4262014589729	0.39899583295634	0.512177784960367	Nonsignificant	None
Q00765	Receptor expression-enhancing protein 5	REEP5	187510	93953.9923741221	1.99576404644244	0.268056004532785	0.996941164989111	Nonsignificant	None
Q00839	Heterogeneous nuclear ribonucleoprotein U	HNRNPU	35363000	41467106.6660562	0.852796417285297	0.368798515620085	-0.229726717737262	Nonsignificant	None
Q01081	Splicing factor U2AF 35 kDa subunit	U2AF1	575860	373029.261345204	1.5437394855389	0.366384940260628	0.626429310486757	Nonsignificant	None
Q01082	Spectrin beta chain, non-erythrocytic 1	SPTBN1	4336500	1426493.88002496	3.03997098110517	0.141631611857159	1.60405755208482	Nonsignificant	None
Q01085	Nucleolysin TIAR	TIAL1	15682000	23735723.1517847	0.660691898861352	0.259931559586325	-0.597950439810748	Nonsignificant	None
Q01105	Protein SET	SET	1566900	1085778.5749021	1.443111916388	0.394090846226887	0.529183188226179	Nonsignificant	None
Q01130	Serine/arginine-rich splicing factor 2	SRSF2	450310	149097.356331266	3.0202413448532	0.143214503856995	1.5946638386599	Nonsignificant	None
Q01433	AMP deaminase 2	AMPD2	544380	305680.285090184	1.78088030714638	0.310047066066305	0.83259055625473	Nonsignificant	None
Q01469	Fatty acid-binding protein 5	FABP5	733010	172231.692617576	4.25595306450119	0.0754629953766014	2.08948224059833	Nonsignificant	None
Q01518	Adenylyl cyclase-associated protein 1	CAP1	6670500	2536518.50989074	2.62978565856684	0.179693020586181	1.39494521703688	Nonsignificant	None
Q01581	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	HMGCS1	68891	24061.8272971478	2.86308263912135	0.156655925638457	1.51756931243644	Nonsignificant	None
Q01650	Large neutral amino acids transporter small subunit 1	SLC7A5	357100	210930.090387124	1.6929779878471	0.329581357198781	0.759563215389326	Nonsignificant	None
Q01780	Exosome complex component 10	EXOSC10	374570	722479.498933148	0.518450697290525	0.174478378537925	-0.947721294192918	Nonsignificant	None
Q01804	OTU domain-containing protein 4	OTUD4	18591	55960.741879937	0.33221503817599	0.0701607867199654	-1.58981071451038	Nonsignificant	None
Q01813	ATP-dependent 6-phosphofructokinase, platelet type	PFKP	3566100	1492879.36675959	2.38873955887038	0.208181417116965	1.25624956722729	Nonsignificant	None
Q01844	RNA-binding protein EWS	EWSR1	9599700	12655593.6672889	0.758534151172417	0.316814760093513	-0.39871395908487	Nonsignificant	None
Q01954	Zinc finger protein basonuclin-1	BNC1	580090	8115.33458889282	71.4807249961017	3.69885870350101e-06	6.15948236193292	Significant	up
Q01968	Inositol polyphosphate 5-phosphatase OCRL	OCRL	88239	555552.292576186	0.158831132872878	0.0089762073071702	-2.65443436855857	Significant	down
Q01995	Transgelin	TAGLN	19636000	6168344.61191821	3.18335002912453	0.13076721865518	1.67054579898388	Nonsignificant	None
Q02127	Dihydroorotate dehydrogenase (quinone), mitochondrial	DHODH	218280	109806.041933785	1.98786875618034	0.269467696209392	0.991222509889071	Nonsignificant	None
Q02218	2-oxoglutarate dehydrogenase complex component E1	OGDH	136450	36400.8458363082	3.74853926784023	0.0969356585683907	1.90632851518343	Nonsignificant	None
Q02413	Desmoglein-1	DSG1	212300	190156.832815618	1.11644686576082	0.496245639878255	0.158914591664217	Nonsignificant	None
Q02543	Large ribosomal subunit protein eL20	RPL18A	1485800	697577.000559967	2.1299440761483	0.245427150079258	1.09081555152027	Nonsignificant	None
Q02750	Dual specificity mitogen-activated protein kinase kinase 1	MAP2K1	88600	30216.5136510297	2.93217149480714	0.150558898567591	1.55196948528357	Nonsignificant	None
Q02790	Peptidyl-prolyl cis-trans isomerase FKBP4	FKBP4	748730	333473.252024539	2.24524754370676	0.227873946570441	1.16687451418255	Nonsignificant	None
Q02809	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	PLOD1	2355700	1567840.96900539	1.5025120829024	0.377436836894019	0.58737659284879	Nonsignificant	None
Q02818	Nucleobindin-1	NUCB1	257770	100518.426469093	2.56440544340652	0.186905848860009	1.35862437621151	Nonsignificant	None
Q02878	Large ribosomal subunit protein eL6	RPL6	3152000	2017187.07060309	1.56257198250712	0.361469424146192	0.643922651479704	Nonsignificant	None
Q02952	A-kinase anchor protein 12	AKAP12	883800	158435.793221209	5.5782849445266	0.0419613714025162	2.47982163059352	Significant	up
Q02978	Mitochondrial 2-oxoglutarate/malate carrier protein	SLC25A11	481700	571169.293044061	0.843357662721621	0.363735926202311	-0.245783495981562	Nonsignificant	None
Q03001	Dystonin	DST	1438100	757270.999636496	1.89905595314004	0.286009781808299	0.925282413190649	Nonsignificant	None
Q03135	Caveolin-1	CAV1	1291600	1013654.50223283	1.27420141394817	0.446589524185206	0.349593343478805	Nonsignificant	None
Q03252	Lamin-B2	LMNB2	1038200	369852.922266992	2.80706177373539	0.161830203065165	1.48906081293525	Nonsignificant	None
Q03426	Mevalonate kinase	MVK	31977	21793.9211953045	1.46724399493972	0.387218329242808	0.553108803539718	Nonsignificant	None
Q03518	Antigen peptide transporter 1	TAP1	83554	50106.7489587925	1.66751987978135	0.335523375867075	0.737703960984677	Nonsignificant	None
Q03519	Antigen peptide transporter 2	TAP2	37821	21679.5729884889	1.74454543085704	0.317941624659858	0.802851168193637	Nonsignificant	None
Q03701	CCAAT/enhancer-binding protein zeta	CEBPZ	59884	25242.3666545499	2.3723607544226	0.210317632275164	1.24632341082934	Nonsignificant	None
Q04206	Transcription factor p65	RELA	152950	198542.367982098	0.770364540095498	0.323505847353349	-0.376386797476701	Nonsignificant	None
Q04323	UBX domain-containing protein 1	UBXN1	18417	9080.20052288432	2.02825917264544	0.262342776857073	1.02024201289362	Nonsignificant	None
Q04446	1,4-alpha-glucan-branching enzyme	GBE1	996780	430436.29628542	2.31574337155582	0.217918498109302	1.21147538411401	Nonsignificant	None
Q04637	Eukaryotic translation initiation factor 4 gamma 1	EIF4G1	2873600	3599427.44342971	0.798349194465744	0.339149375533078	-0.324908181858124	Nonsignificant	None
Q04721	Neurogenic locus notch homolog protein 2	NOTCH2	274480	384940.532888498	0.713045201918256	0.290687042173371	-0.487934558868607	Nonsignificant	None
Q04760	Lactoylglutathione lyase	GLO1	473140	336702.530087387	1.40521664591354	0.405186741994849	0.490792571649205	Nonsignificant	None
Q04828	Aldo-keto reductase family 1 member C1	AKR1C1	4378700	1920202.85074836	2.2803319963271	0.222849164967465	1.18924388341902	Nonsignificant	None
Q04837	Single-stranded DNA-binding protein, mitochondrial	SSBP1	1142900	508616.588797142	2.24707574462507	0.227608603887582	1.16804875582765	Nonsignificant	None
Q04864	Proto-oncogene c-Rel	REL	101750	145508.093172886	0.69927381894219	0.282661631877671	-0.516070603698203	Nonsignificant	None
Q04917	14-3-3 protein eta	YWHAH	1024900	357486.37545582	2.86696240854825	0.156305366371347	1.51952298816526	Nonsignificant	None
Q04941	Proteolipid protein 2	PLP2	1209500	447514.412729273	2.70270624944474	0.172058033639281	1.43440471738538	Nonsignificant	None
Q05193	Dynamin-1	DNM1	40536	12798.5289258084	3.16723900340285	0.131934307820953	1.6632257388577	Nonsignificant	None
Q05397	Focal adhesion kinase 1	PTK2	9377	184153.551957798	0.0509194631344874	9.13917448777575e-05	-4.29563898140144	Significant	down
Q05639	Elongation factor 1-alpha 2	EEF1A2	386430	150378.479759478	2.56971609646589	0.186306477396946	1.36160897854539	Nonsignificant	None
Q05682	Caldesmon	CALD1	7948300	3222290.11687668	2.46666181867701	0.198385468570513	1.30255993454307	Nonsignificant	None
Q06124	Tyrosine-protein phosphatase non-receptor type 11	PTPN11	268790	189616.855172322	1.41754275882134	0.401536220851033	0.503392253339719	Nonsignificant	None
Q06190	Serine/threonine-protein phosphatase 2A regulatory subunit B subunit alpha	PPP2R3A	5328.9	95616.2764917196	0.0557321430568517	0.000140328981667274	-4.16534655963077	Significant	down
Q06203	Amidophosphoribosyltransferase	PPAT	237620	383235.897583191	0.620035861719918	0.23566215040668	-0.689576434179376	Nonsignificant	None
Q06210	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	GFPT1	1740800	1130882.5898127	1.53932867627604	0.367548121295944	0.622301307693841	Nonsignificant	None
Q06265	Exosome complex component RRP45	EXOSC9	110000	561502.63444937	0.195902909890833	0.0172993364497997	-2.35178926770608	Significant	down
Q06323	Proteasome activator complex subunit 1	PSME1	1020900	389969.736429	2.61789545349981	0.180978255234847	1.38840748394128	Nonsignificant	None
Q06481	Amyloid beta precursor like protein 2	APLP2	90830	202745.723362265	0.447999585360947	0.132820001150143	-1.15843069786784	Nonsignificant	None
Q06787	Fragile X messenger ribonucleoprotein 1	FMR1	338300	610005.332173665	0.554585316155381	0.196227757174694	-0.850518676472937	Nonsignificant	None
Q06830	Peroxiredoxin-1	PRDX1	17470000	7255076.08854377	2.40796923240905	0.205708215457083	1.26781695832084	Nonsignificant	None
Q07020	Large ribosomal subunit protein eL18	RPL18	1769100	1291499.46920095	1.36980311814959	0.415902073461252	0.453968549477171	Nonsignificant	None
Q07021	Complement component 1 Q subcomponent-binding protein, mitochondrial	C1QBP	3675000	3024192.43636554	1.21520044683949	0.466886559421566	0.281194305443905	Nonsignificant	None
Q07065	Cytoskeleton-associated protein 4	CKAP4	5213200	3731669.0270526	1.39701564158212	0.407637994031862	0.482348173865931	Nonsignificant	None
Q07157	Tight junction protein ZO-1	TJP1	462000	800352.745333976	0.577245474190526	0.209900927301819	-0.792743138084994	Nonsignificant	None
Q07666	KH domain-containing, RNA-binding, signal transduction-associated protein 1	KHDRBS1	1672600	1860593.55404725	0.89896043999598	0.39307521407865	-0.153670465551853	Nonsignificant	None
Q07812	Apoptosis regulator BAX	BAX	216820	58814.153151864	3.68652761929852	0.100061240406029	1.88226256561634	Nonsignificant	None
Q07864	DNA polymerase epsilon catalytic subunit A	POLE	1057600	2531118.73345778	0.417838952404736	0.115574112667798	-1.25898110314858	Nonsignificant	None
Q07866	Kinesin light chain 1	KLC1	332780	180945.449488804	1.83911781666878	0.297897817726413	0.87901390393652	Nonsignificant	None
Q07954	Prolow-density lipoprotein receptor-related protein 1	LRP1	271290	189309.809061428	1.43304777150755	0.397001073629226	0.519086703506752	Nonsignificant	None
Q07955	Serine/arginine-rich splicing factor 1	SRSF1	2559900	1984047.26622042	1.29024143909463	0.441255014941246	0.367641058200573	Nonsignificant	None
Q07960	Rho GTPase-activating protein 1	ARHGAP1	487750	120626.77039356	4.04346397079731	0.0836433266576261	2.01559175640785	Nonsignificant	None
Q08170	Serine/arginine-rich splicing factor 4	SRSF4	931170	817917.900436488	1.13846389656355	0.494942412792414	0.187088540860034	Nonsignificant	None
Q08188	Protein-glutamine gamma-glutamyltransferase E	TGM3	227030	55989.3289316409	4.05487981963827	0.0831763676476441	2.01965915582818	Nonsignificant	None
Q08209	Protein phosphatase 3 catalytic subunit alpha	PPP3CA	373960	109234.300899707	3.42346677664326	0.114821458529078	1.77545801172767	Nonsignificant	None
Q08211	ATP-dependent RNA helicase A	DHX9	32711000	56853293.1609145	0.575358051949894	0.208762132412383	-0.79746805359802	Nonsignificant	None
Q08257	Quinone oxidoreductase	CRYZ	486140	22816.7023784887	21.3063216557677	0.000748796832809521	4.41320964122076	Significant	up
Q08379	Golgin subfamily A member 2	GOLGA2	90343	97599.3708562166	0.925651458687099	0.40673742282479	-0.111459026110604	Nonsignificant	None
Q08380	Galectin-3-binding protein	LGALS3BP	201870	247405.050801924	0.815949388849058	0.348850055199057	-0.293448426417232	Nonsignificant	None
Q08945	FACT complex subunit SSRP1	SSRP1	552520	287681.03031365	1.92059935059884	0.281882621444757	0.941556594907229	Nonsignificant	None
Q08J23	RNA cytosine C(5)-methyltransferase NSUN2	NSUN2	962440	1277311.82131827	0.753488681414299	0.31394754001138	-0.408342254451265	Nonsignificant	None
Q09028	Histone-binding protein RBBP4	RBBP4	653240	135555.564061156	4.81898330418433	0.0581608858840513	2.26872880273547	Nonsignificant	None
Q09161	Nuclear cap-binding protein subunit 1	NCBP1	1222700	1994423.30720924	0.61305942202957	0.231473205681151	-0.705901178047045	Nonsignificant	None
Q09666	Neuroblast differentiation-associated protein AHNAK	AHNAK	41687000	10382817.178859	4.01499894314629	0.0848220874161005	2.00539960798722	Nonsignificant	None
Q0VGL1	Ragulator complex protein LAMTOR4	LAMTOR4	52604	21082.421241785	2.49515932713363	0.194948722707553	1.31913194106418	Nonsignificant	None
Q10471	Polypeptide N-acetylgalactosaminyltransferase 2	GALNT2	971020	1509713.96387411	0.64318143915702	0.249512387875648	-0.636702320868174	Nonsignificant	None
Q10567	AP-1 complex subunit beta-1	AP1B1	235050	292011.439256946	0.80493421969396	0.34279156538662	-0.313057205820259	Nonsignificant	None
Q10570	Cleavage and polyadenylation specificity factor subunit 1	CPSF1	127890	384008.80675889	0.333039236988903	0.0705645409383332	-1.58623593658601	Nonsignificant	None
Q10713	Mitochondrial-processing peptidase subunit alpha	PMPCA	404520	167488.359594113	2.41521262122516	0.204786241396477	1.27215020110436	Nonsignificant	None
Q12765	Secernin-1	SCRN1	476940	43009.7486783744	11.0891138557108	0.00675313332894631	3.47107217751495	Significant	up
Q12768	WASH complex subunit 5	WASHC5	141630	206769.086194666	0.684966996791098	0.274273049067771	-0.545893617343922	Nonsignificant	None
Q12769	Nuclear pore complex protein Nup160	NUP160	1698700	2546365.16103319	0.667107776211779	0.263734335866295	-0.584008236557793	Nonsignificant	None
Q12788	Transducin beta-like protein 3	TBL3	193690	478557.83332033	0.404736870894245	0.108244794422811	-1.30494381263741	Nonsignificant	None
Q12792	Twinfilin-1	TWF1	456250	373103.375923695	1.22285143861392	0.464193472060708	0.290249144835379	Nonsignificant	None
Q12797	Aspartyl/asparaginyl beta-hydroxylase	ASPH	566360	1085143.30708645	0.521921847834684	0.176561507962465	-0.938094299935964	Nonsignificant	None
Q12841	Follistatin-related protein 1	FSTL1	97927	30223.9251088788	3.24004905541644	0.126762083398636	1.69601565615628	Nonsignificant	None
Q12849	G-rich sequence factor 1	GRSF1	619190	314309.339585993	1.9700019121786	0.272696978920552	0.978197030031524	Nonsignificant	None
Q12874	Splicing factor 3A subunit 3	SF3A3	1667100	2686759.34829016	0.620487279986923	0.235932998519691	-0.688526459532349	Nonsignificant	None
Q12884	Prolyl endopeptidase FAP	FAP	36602	46290.9069461673	0.790695244804023	0.334897111768233	-0.338806346496659	Nonsignificant	None
Q12904	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	AIMP1	1013200	1363920.00018418	0.74285881859873	0.307880925375053	-0.42884004436744	Nonsignificant	None
Q12905	Interleukin enhancer-binding factor 2	ILF2	6578100	11136244.8082109	0.590692833472005	0.218010837625571	-0.75951998618917	Nonsignificant	None
Q12906	Interleukin enhancer-binding factor 3	ILF3	12159000	14850443.9703333	0.818763400224937	0.350390895036517	-0.288481481405044	Nonsignificant	None
Q12907	Vesicular integral-membrane protein VIP36	LMAN2	843120	964749.468225296	0.873926369247926	0.380010914351524	-0.194416361151991	Nonsignificant	None
Q12926	ELAV-like protein 2	ELAVL2	517680	997571.638700152	0.518940174236051	0.174772018414829	-0.946359867109403	Nonsignificant	None
Q12931	Heat shock protein 75 kDa, mitochondrial	TRAP1	983440	960948.449128369	1.02340557486932	0.454383952987859	0.0333779973763781	Nonsignificant	None
Q12955	Ankyrin-3	ANK3	6758.8	215609.896629023	0.0313473551338376	7.52042236204344e-06	-4.99551246592649	Significant	down
Q12959	Disks large homolog 1	DLG1	741920	315675.165389624	2.35026407314709	0.213243656680334	1.23282286556298	Nonsignificant	None
Q12996	Cleavage stimulation factor subunit 3	CSTF3	98998	198468.253403606	0.498810254548254	0.162730743984632	-1.0034369704699	Nonsignificant	None
Q13011	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	ECH1	339140	234540.877535166	1.44597395372647	0.393268008097921	0.532041565312484	Nonsignificant	None
Q13033	Striatin-3	STRN3	481400	209966.600866733	2.29274559864665	0.221104825523256	1.19707628342614	Nonsignificant	None
Q13043	Serine/threonine-protein kinase 4	STK4	30442	78257.5834292917	0.388997444925007	0.0995951581034164	-1.36216741578419	Nonsignificant	None
Q13045	Protein flightless-1 homolog	FLII	574340	979837.078846802	0.586158671068008	0.215277255622413	-0.770636844954766	Nonsignificant	None
Q13049	E3 ubiquitin-protein ligase TRIM32	TRIM32	108280	193343.759690757	0.560038762943206	0.199517903148869	-0.836401408484019	Nonsignificant	None
Q13085	Acetyl-CoA carboxylase 1	ACACA	2756400	4326597.33640168	0.637082627682757	0.245870752098867	-0.650447597103658	Nonsignificant	None
Q13098	COP9 signalosome complex subunit 1	GPS1	36436	142268.22731311	0.256107780972136	0.0367994955833067	-1.96517700985754	Significant	down
Q13107	Ubiquitin carboxyl-terminal hydrolase 4	USP4	23398	79406.3593959117	0.294661538169003	0.0526598515922262	-1.76286933545742	Nonsignificant	None
Q13123	Protein Red	IK	226720	561110.885963057	0.404055607673466	0.107866764525908	-1.3073742390537	Nonsignificant	None
Q13131	5-AMP-activated protein kinase catalytic subunit alpha-1	PRKAA1	482680	300259.33306337	1.60754370255705	0.350057081934111	0.684857959080621	Nonsignificant	None
Q13136	Liprin-alpha-1	PPFIA1	29220	29788.7666551638	0.980906673252106	0.434132976898022	-0.0278122147540741	Nonsignificant	None
Q13144	Translation initiation factor eIF2B subunit epsilon	EIF2B5	121780	363044.968842691	0.335440538917833	0.0717453043823102	-1.57587104175874	Nonsignificant	None
Q13148	TAR DNA-binding protein 43	TARDBP	9274800	14398345.0415345	0.64415736483917	0.250094543970393	-0.634514919374074	Nonsignificant	None
Q13151	Heterogeneous nuclear ribonucleoprotein A0	HNRNPA0	4977700	6086395.06370034	0.817840437221588	0.349885829167255	-0.290108697788815	Nonsignificant	None
Q13155	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	AIMP2	1635900	2559282.27328459	0.639202645630988	0.247137316697555	-0.645654715359257	Nonsignificant	None
